id,smiles,exact_mass,type,C3,C6,C20,C26,C28,Other
Licoricesaponin J2,CC12CCC(C)(CC1C1=CCC3C4(C)CCC(OC5OC(C(O)C(O)C5OC5OC(C(O)C(O)C5O)C(O)=O)C(O)=O)C(C)(CO)C4CCC3(C)C1(C)CC2)C(O)=O,824.4194359679999,OA,2,,,,,
Phaseoloside D,CC1OC(OCC2OC(OC3C(O)C(O)C(OC4C(O)C(O)COC4OC4C(O)C(OC5CCC6(C)C(CCC7(C)C6C=CC6C8CC(C)(C)CCC8(C)C=CC76C)C5(C)CO)OC(C4O)C(O)=O)OC3CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,1380.6561565479992,OL,6,,,,,
Basellasaponin A,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C7OC(O)(C(OCC(O)=O)OC7C6O)C(O)=O)C(O)=O)C(C)(CO)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,970.4409593,OA,1,,,,1,
Diosgenin 3-[glucosyl-(1-&gt;4)-[glucopyranosyl-(1-&gt;6)]-glucopyranosyl-(1-&gt;4)-rhamnosyl-(1-&gt;4)-[rhamnosyl-(1-&gt;2)]-glucoside],CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(OC4OC(COC5OC(CO)C(O)C(O)C5O)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)CO1,1354.6405064839998,SS,6,,,,,
Cyclopassifloside II,CC(C)C(O)(CO)CCC(C)C1CCC2(C)C3CCC4C5(CC35CCC12C)C(O)CC(O)C4(C)C(=O)OC1OC(CO)C(O)C(O)C1O,682.4292128,Other,,,,,,C4:1
Azukisaponin III,CC12CCC(C)(CC1C1=CCC3C4(C)CCC(OC5OC(C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)C(O)=O)C(C)(CO)C4CCC3(C)C1(C)CC2)C(O)=O,810.4401714119999,OA,2,,,,,
Fistuloside B,CC1C2C(CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,900.4718655,SS,3,,,,,
Vinaginsenoside R5,CC(C)(O)C1CCC(C)(O1)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1OC1OCC(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,948.5293803400002,PPT,,3,,,,
Tuberoside J,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(CO)CO1,756.4296067279998,SS,2,,,,,
Chakasaponin V,OC[C@H]1O[C@H](O[C@H]2C(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C\C)[C@H](OC(=O)C(\C)=C\C)[C@]6(CO)[C@H](O)[C@H](O)[C@@]54C)C3(C)C)O[C@H](C(O)=O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1286.6295478759998,OL,4,,,,,
Soyasapogenol B 24-O-b-D-glucoside,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(COC6OC(CO)C(O)C(O)C6O)C5CCC34C)C2C1,620.4288188799998,OL,,,,,,C4:1
28-Glucosyl-3b-hydroxy-12-oleanene-30-methoxy-28-oic acid 3-[arabinosyl-(1-&gt;3)-glucuronide],COC(=O)C1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,970.4773447680002,OA,2,,,,1,
Capsicoside B,COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C2C1C,1274.6142917360005,SS,4,,,1,,
stigmasterol 3-O-beta-D-glucoside,CCC(C=CC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O)C(C)C,574.4233395759999,Other,1,,,,,
Isoeruboside B,CC1C2C(CC3C4CC(O)C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3OC3OC(CO)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,1080.5352535680004,SS,4,,,,,
Monoglucuronylglycyrrhetinic acid,CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OC1OC(C(O)C(O)C1O)C(O)=O,646.3716979,OA,1,,,,,
PR308911,O=C(O)C7OC(OC1C(OC(C(=O)O)C(O)C1(O))OC3CCC4(C)(C5CC=C2C6CC(C(=O)O)(C)CCC6(C)(CCC2(C)C5(C)(CCC4(C3(C)(CO))))))C(O)C(O)C7(O),824.419436,OA,2,,,,,
PR308922,O=C(O)C8OC(OC1C(OC(C(=O)O)C(O)C1(O))OC4CCC5(C)(C6C=CC3=C2CC(C)(C)CC(O)C2(C)CCC3(C)C6(C)(CCC5(C4(C)(CO)))))C(OC7OC(C)C(O)C(O)C7(O))C(O)C8(O),954.4824301480004,OL,3,,,,,
Licoricesaponin D3,CC1OC(OC2C(O)C(OC3C(O)C(O)C(OC3OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(CC(OC(C)=O)C6(C)CCC54C)C(O)=O)C3(C)C)C(O)=O)OC(C2O)C(O)=O)C(O)C(O)C1O,1012.4879094520004,OA,3,,,,,
"22R-Acetoxy-1alpha,3beta-dihydroxyergosta-5,24E-dien-26-oic acid 3-O-b-D-glucoside 26-O-[b-D-glucosyl-(1-&gt;4)-6-acetyl-b-D-glucosyl-(1-&gt;2)-6-acetyl-b-D-glucosyl] ester",CC(C(C\C(C)=C(\C)C(=O)OC1OC(COC(C)=O)C(O)C(O)C1OC1OC(COC(C)=O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)OC(C)=O)C1CCC2C3CC=C4CC(CC(O)C4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O,1234.561862,Other,1,,,,,C20:3
Ginsenoside III,CC(=C)C(=O)CCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,960.5293803,PPT,2,,1,,,
"(3b,16a)-Dihydroxy-12-oleanen-28-oic acid 3-[galactosyl-(1-&gt;2)-[xylosyl-(1-&gt;3)]-glucuronide] 28-[glucosyl-(1-&gt;3)-[glucosyl-(1-&gt;3)-[xylosyl-(1-&gt;2)]-rhamnosyl-(1-&gt;2)]-4-acetylfucosyl] ester",CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(C)C6CCC5(C)C3(C)CC4O)OC(C)C(OC(C)=O)C2OC2OC(CO)C(O)C(O)C2O)C(OC2OCC(O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1O,1732.7567180079986,OA,3,,,,5,
Cholesteryl glucoside,CC(C)CCCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O,548.4076895119998,Other,1,,,,,
Tuberoside D,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,886.4926009,SS,3,,,,,
Goyasaponin III,CC(=O)OC1C(OC2OCC(O)C(O)C2O)C(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(O)=O)C2(C)C)OC(C1OC1OC(CO)C(O)C(O)C1O)C(O)=O,968.4980802120004,OA,3,,,,,
Quercilicoside A,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC34C)C2C1(C)O)C(=O)OC1OC(CO)C(O)C(O)C1O,666.3979127,OA,,,,,1,
Notoginsenoside C,CC(=C)C(CCC(C)(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C)OO,1140.5927684440005,PPD,2,,2,,,
Sativoside B1,CC(CCC1(O)OC2CC3C4CC(O)C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,1422.6514650919996,SS,5,,,1,,
Agavoside A,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CC(=O)C23C)OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)CO1,592.3611332439998,SS,1,,,,,
Soyasaponin gamma-G,CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(CO)C6CCC5(C)C4(C)CCC23C)O1,922.4926009,OL,2,,,,,
Quillaic acid 3-[galactosyl-(1-&gt;2)-[xylosyl-(1-&gt;3)]-glucuronide] 28-[glucosyl-(1-&gt;3)-[xylosyl-(1-&gt;4)]-rhamnosyl-(1-&gt;2)-4-[5-[[5-(arabinosyloxy)-3-hydroxy-6-methyl-1-oxooctyl]oxy]-3-hydroxy-6-methyl-1-oxooctyl]-fucosyl] ester,CCC(C)C(CC(O)CC(=O)OC(CC(O)CC(=O)OC1C(C)OC(OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC4(C)C2(C)CC3O)C(OC2OC(C)C(OC3OCC(O)C(O)C3O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C1O)C(C)CC)OC1OC(CO)C(O)C1O,2018.9347419399987,OA,3,,,,5,
Prosapogenin,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC34C)C2C1)C(O)=O,662.3666125479999,OA,1,,,,,
Tuberoside,CC(C)C(C)\C=C\C(C)C1CCC2C3=CC(O)C4(O)CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O,592.3975187519999,Other,1,,,,,
Capsicoside A,CC(CCC1(O)OC2CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,1422.651465,SS,5,,,1,,
CCMSLIB00012422970,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,1118.5509036320002,OA,3,,,,1,
Araloside S1,CCCCCCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(=O)OC3OC(CO)C(O)C(O)C3O)C2(C)C)C(O)C(OC2OC(CO)C(O)C(O)C2OC2OCC(O)C(O)C2O)C1O,1200.6655394600004,OA,3,,,,1,
Momordicoside B,CC(C(O)C(O)C(O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(OC6OCC(O)C(O)C6O)C(O)C5O)C4(C)C)C3(C)CCC12C,948.5293803,Other,3,,,,,
PR308920,O=C(O)C8OC(OC5CCC4(C)(C(CCC2(C)(C4(CC=C1C3CC(C)(C)CC(O)C3(C)(CCC12(C)))))C5(C)(CO)))C(OC7OC(CO)C(O)C(O)C7(OC6OCC(O)C(O)C6(O)))C(O)C8(O),928.5031655920004,OL,3,,,,,
PR308931,O=C(O)CC(=O)OC6CC(C)(C)CC7C5=CCC4C8(C)(CCC(OC3OC(C(=O)O)C(O)C(O)C3(OC2OC(CO)C(O)C(O)C2(OC1OC(C)C(O)C(O)C1(O))))C(C)(CO)C8(CCC4(C)C5(C)CCC67(C))),1028.51921,OL,3,,,,,
Quillaic acid 3-[galactosyl-(1-&gt;2)-[rhamnosyl-(1-&gt;3)]-glucuronide] 28-[6-acetyl-glucosyl-(1-&gt;3)-[glucosyl-(1-&gt;3)-[xylosyl-(1-&gt;4)]-rhamnosyl-(1-&gt;2)]-4-acetyl-fucosyl] ester,CC1OC(OC2C(O)C(OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(O)CC54C)C(=O)OC4OC(C)C(OC(C)=O)C(OC5OC(COC(C)=O)C(O)C(O)C5O)C4OC4OC(C)C(OC5OCC(O)C(O)C5O)C(OC5OC(CO)C(O)C(O)C5O)C4O)C3(C)C=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)=O)C(O)C(O)C1O,1802.7621973119983,OA,3,,,,5,
Durupcoside A,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OC(CO)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,926.4875155,OA,3,,,,,
PR308976,O=C(O)CC(O)(C)CC(=O)OCC8COC6(OC5CC4C7CC=C3CC(OC2OC(CO)C(O)C(O)C2(OC1OC(C)C(O)C(O)C1(O)))CCC3(C)C7(CCC4(C)C5C6(C)))(CC8),882.4613008,SS,2,,,,,
Ginsenoside Rs2,CC(=O)OCC1OC(OC2CCC3(C)C(CCC4(C)C3CC(O)C3C(CCC43C)C(C)(CCC=C(C)C)OC3OC(COC4OC(CO)C(O)C4O)C(O)C(O)C3O)C2(C)C)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,1120.6029392040004,PPD,2,,2,,,
"1-Acetyl-3,27-dihydroxywitha-5,24-dienolide 3-glucoside",CC(C1CCC2C3CC=C4CC(CC(OC(C)=O)C4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O)C1CC(C)=C(CO)C(=O)O1,662.3666125479999,Other,1,,,,,
Medicoside I,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC6OC(CO)C(O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,1060.5454243280003,OA,3,,,,1,
Bersimoside I,CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C5(C)CCC43C)C2(C)CO)C(O)=O)C(O)C(O)C1O,1266.624462,OL,3,,,,,C22:2
Assamsaponin C,C\C=C(/C)C(=O)OC1C(O)C2(COC(C)=O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC34C)C2CC1(C)C,1230.5669476200003,OL,4,,,,,
Theasaponin E2,C\C=C(\C)C(=O)OC1C(O)C2(COC(C)=O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC34C)C2CC1(C)C,1230.5669476200003,OL,4,,,,,
Capsicoside B2,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,740.4346921079999,SS,2,,,,,
Schidigerasaponin C1,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(=C)CO1,886.4562154,SS,3,,,,,
Canarigenin 3-[glucosyl-(1-&gt;4)-6-deoxy-alloside],CC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C2=CC(=O)OC2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,680.3407917239999,Other,2,,,,,
Quillaic acid 3-[galactosyl-(1-&gt;2)-[xylosyl-(1-&gt;3)]-glucuronide] 28-[apiosyl-(1-&gt;3)-xylosyl-(1-&gt;4)-[glucosyl-(1-&gt;3)]-rhamnosyl-(1-&gt;2)-3-[5-[[5-(arabinosyloxy)-3-hydroxy-6-methyl-1-oxooctyl]oxy]-3-hydroxy-6-methyl-1-oxooctyl]-fucosyl] ester,CCC(C)C(CC(O)CC(=O)OC(CC(O)CC(=O)OC1C(O)C(C)OC(OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC4(C)C2(C)CC3O)C1OC1OC(C)C(OC2OCC(O)C(OC3OCC(O)(CO)C3O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1O)C(C)CC)OC1OC(CO)C(O)C1O,2150.977000675998,OA,3,,,,6,
Camelliasaponin A2,C\C=C(/C)C(=O)OC1CC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(OC7OCC(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC4(C)C3(C)CC(O)C12CO,1188.592768,OL,4,,,,,
Tuberoside A (Ullucus tuberosus),CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,956.4980802,OA,2,,,,1,
Camelliasaponin C1,C\C=C(/C)C(=O)OC1CC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(CO)C5CCC4(C)C3(C)CC(O)C12CO,1204.5876830640002,OL,4,,,,,
CCMSLIB00012333755,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,740.4346921079998,SS,2,,,,,
Tomatoside A,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,1082.5509036320004,SS,3,,,1,,
Anemarsaponin B,CC(CCC1=C(C)C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)O1)COC1OC(CO)C(O)C(O)C1O,902.4875155280002,SS,2,,,1,,
Momordicoside C,CC(CC(O)C(O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)CCC12C,800.492207,Other,2,,,,,
Alliospiroside A,CC1C2C(CC3C4CC=C5CC(O)CC(OC6OCC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C4CCC23C)OC11CCC(C)CO1,708.4084773599999,SS,,,,,,C1:2
Goyaglycoside a,COC1OC23C=CC4C5(C)CCC(C(C)C\C=C\C(C)(C)O)C5(C)CCC14C2CCC(OC1OC(CO)C(O)C(O)C1O)C3(C)C,648.4237334999999,Other,1,,,,,
Polypodoside C,[H][C@@]12CC[C@](O)([C@H](C)[C@]3([H])CC[C@@H](C)[C@H](O[C@]4([H])O[C@@H](C)[C@H](O)[C@@H](OC)[C@H]4O)O3)[C@@]1(C)CC[C@@]1([H])C2=CC(=O)[C@@]2([H])C[C@H](CC[C@]12C)O[C@]1([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,768.4296067280001,Other,1,,,1,,
Eleutheroside M,CC1OC(OC2C(O)C(O)C(OCC3OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(OC8OCC(O)C(O)C8OC8OC(C)C(O)C(O)C8O)C(C)(C)C7CCC6(C)C4(C)CC5)C(O)C(O)C3O)OC2CO)C(O)C(O)C1O,1204.6240685720002,OA,2,,,,3,
28-Glucosyloleanolic acid 3-[rhamnosyl-(1-&gt;2)-galactosyl-(1-&gt;3)-glucuronide],CC1OC(OC2C(O)C(O)C(OC2OC2C(O)C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(CCC54C)C(=O)OC4OC(CO)C(O)C(O)C4O)C3(C)C)OC(C2O)C(O)=O)C(O)=O)C(O)C(O)C1O,1116.5352535680006,OA,3,,,,1,
Momorcharaside B,CC(C(O)C(O)C(O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)CCC12C,654.4342981839999,Other,1,,,,,
Ceposide D,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OCC(O)C(O)C2OC2OC(C)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3OC3OC(CO)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,1178.5720330000004,SS,5,,,,,
Soyasaponin A3,CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)C(O)C(O)C5(C)CCC43C)C2(C)CO)C(O)=O)C(O)C(O)C1O,958.5137302760004,OL,3,,,,,
Elatoside D,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,1118.5509036320002,OA,3,,,,1,
Theasaponin E8,OC[C@H]1O[C@@H](O[C@H]2C(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C\C)[C@H](O)[C@]6(CO)[C@H](OC(=O)C)C[C@@]54C)[C@]3(C)C=O)O[C@H](C(=O)O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)C2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1230.566948,OL,4,,,,,
Balanitoside,CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,1064.5403389480005,SS,3,,,1,,
CCMSLIB00004683475,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1,826.4350860320001,OA,1,,,,1,
b-Chlorogenin 3-[4-(2-((3-glucosyl)glucosyl-3-xylosyl)-glucosyl)-galactoside],CC1C2C(CC3C4CC(O)C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OCC(O)C(O)C4O)C3OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(O)C2O)OC11CCC(C)CO1,1212.5775123040005,SS,5,,,,,
28-Glucosyloleanolic acid 3-[arabinosyl-(1-&gt;2)-6-methylglucuronide],COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(=O)OC3OC(CO)C(O)C(O)C3O)C2(C)C)C(OC2OCC(O)C(O)C2O)C(O)C1O,940.5031655920002,OA,2,,,,1,
Tragopogonsaponin R,COC1=CC(CCC(=O)OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(O)C(O)C7O)C(O)=O)C(C)(C)C6CCC5(C)C3(C)CC4O)OCC(O)C2OC2OC(CO)C(O)C(O)C2O)=CC=C1OC1OC(CO)C(O)C(O)C1O,1282.5982477479995,OA,1,,,,3,
Lucyoside J,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C=O)C5CCC4(C)C3(C)CCC2(CC1O)C(=O)OC1OC(CO)C(O)C(O)C1O,810.4401714120002,OA,1,,,,1,
Hebevinoside XIII,CC(CCC=C(C)C)C1C(CC2(C)C3C(O)C=C4C(CCC(OC5OCC(OC(C)=O)C(OC(C)=O)C5O)C4(C)C)C3(C)CCC12C)OC1OC(COC(C)=O)C(OC(C)=O)C(O)C1O,920.5133364,Other,1,,,,,C16:1
Medicoside G,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C5CCC34C)C(O)=O)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,826.4350860320002,OA,1,,,,1,
Momorcharaside A,CC(C(O)C(O)C(O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)CCC12C,816.4871216,Other,2,,,,,
Assamsaponin B,C\C=C(\C)C(=O)OC1C(OC(C)=O)C2(CO)C(CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC34C)C2CC1(C)C)OC(C)=O,1272.5775123040005,OL,4,,,,,
