id,smiles,exact_mass,type,C3,C6,C20,C26,C28,Other
Notoginsenoside T1,C\C(=C/C(O)C1OC1(C)C)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1O,652.4186481,PPT,,1,,,,
Madecassoside,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC34C)C2C1C)C(=O)OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,974.5086448960004,OA,,,,,3,
Hebevinoside XI,COC1C=C2C(CCC(OC3OCC(O)C(O)C3O)C2(C)C)C2(C)CCC3(C)C(C(C)CCC=C(C)C)C(CC3(C)C12)OC1OC(COC(C)=O)C(OC(C)=O)C(O)C1O,850.5078570480002,Other,1,,,,,C20:1
Soyasaponin gamma-A,CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(C(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)=O)C(C)(CO)C6CCC5(C)C4(C)CCC23C)O1,892.4820362,OL,2,,,,,
Notoginsenoside T2,COC(\C=C(/C)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1O)C1OC1(C)C,666.4342981839999,PPT,,1,,,,
Sativoside R2,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OCC(O)C(O)C4O)C3OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(O)C2O)OC11CCC(C)CO1,1196.5825976840003,SS,5,,,,,
Cynarasaponin D,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OCC(O)C(O)C6O)C(O)=O)C(C)(CO)C5CCC34C)C2C1C)C(=O)OC1OC(CO)C(O)C(O)C1O,942.4824301,OA,2,,,,1,
Tragopogonsaponin M,COC1=CC(CCC(=O)OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(O)C(C)(C)C6CCC5(C)C3(C)CC4O)OCC(O)C2OC2OC(CO)C(O)C(O)C2O)=CC=C1O,944.5133363520002,OA,,,,,2,
Araliasaponin V,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,1104.5716390760003,OA,3,,,,1,
Asparagoside E,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O)COC1OC(CO)C(O)C(O)C1O,920.4980802,SS,2,,,1,,
Tuberoside A (Allium tuberosum),CC(CCC1=C(C)C2C(CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)O1)COC1OC(CO)C(O)C(O)C1O,902.4875155,SS,2,,,1,,
Achyranthoside D,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC(OCC(O)=O)C(O)C(O)=O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,1118.5145181240002,OA,2,,,,1,
Periandrin III,CC1(C)C(CCC2(CO)C1CCC1(C)C2CCC2C3=CC(C)(CCC3(C)CCC12C)C(O)=O)OC1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)C(O)=O)C(O)=O,824.4194359680001,OA,2,,,,,
Cyclopassifloside I,CC(C)C(O)(CO)CC(O)C(C)C1CCC2(C)C3CCC4C5(CC35CCC12C)C(O)CC(O)C4(C)C(=O)OC1OC(CO)C(O)C(O)C1O,698.4241274,Other,,,,,,C2:1
RIKENPlaSMA005310,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,634.4080834,OA,1,,,,,
Theasaponin A2,OC[C@H]1O[C@@H](O[C@H]2C(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](O)[C@]6(COC(=O)C)[C@H](O)C[C@@]54C)[C@]3(C)CO)O[C@H](C(=O)O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)C2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1232.582598,OL,4,,,,,
Kudzusaponin SA4,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OC(C(O)C(O)C6O)C(O)=O)C(O)=O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(OC2OCC(O)C(O)C2O)C1O,958.4773448,OL,2,,,,,C22:1
Lucyoside M,CC(=O)OCC1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(=O)OC3OC(CO)C(O)C(O)C3O)C2(C)C=O)C(O)C(O)C1O,836.4558214760001,OA,1,,,,1,
Soyasaponin III,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(CO)C5CCC34C)C2C1,796.4609069,OL,2,,,,,
Theasaponin A1,OC[C@H]1O[C@@H](O[C@H]2C(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](O)[C@]6(CO)[C@H](O)C[C@@]54C)[C@]3(C)CO)O[C@H](C(=O)O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)C2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1190.572033,OL,4,,,,,
RIKENPlaSMA008568,CC1C2C(OC11CCC(C)CO1)C(O)C1C3CCC4CC(OC5OC(CO)C(OC6OC(CO)C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(O)C5O)C(O)CC4(C)C3CCC21C,1228.5724269240004,SS,5,,,,,
Trigofoenoside F,CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(COC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,1064.5403389480005,SS,3,,,1,,
"6,7-Didehydrofevicordin F 3-[glucosyl-(1-&gt;6)-glucoside]",CC1=C2C=CC3C4(C)CC(O)C(C(C)(O)C(O)\C=C\C(C)(C)O)C4(C)CC(=O)C3(C)C2=CC(O)=C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,824.3830505,Other,2,,,,,
Protoprimulagenin A 3-[rhamnosyl-(1-&gt;4)-rhamnosyl-(1-&gt;4)-[rhamnosyl-(1-&gt;2)]-glucosyl-(1-&gt;?)-glucuronide],CC1OC(OC2C(C)OC(OC3C(O)C(OC4OC(C)C(O)C(O)C4O)C(OC4C(O)C(O)C(OC4OC4CCC5(C)C(CCC6(C)C5CCC57OCC8(CCC(C)(C)CC58)C(O)CC67C)C4(C)C)C(O)=O)OC3CO)C(O)C2O)C(O)C(O)C1O,1234.6346332559997,OL,5,,,,,
Spinasaponin A,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,794.4452568,OA,2,,,,,
Assamsaponin G,C\C=C(\C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC34C)C2CC1(C)C,1260.5775123040005,OL,4,,,,,
Sandosaponin B,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC34C)C2C1,956.4980802,OL,3,,,,,
Azukisaponin IV,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C5CCC34C)C(O)=O)C2C1)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,972.4929948320002,OA,1,,,,2,
2a-Hydroxygypsogenin 3-O-b-D-glucoside,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C=O)C5CCC34C)C2C1)C(O)=O,648.3873479919998,OA,1,,,,,
Trigofoenoside G,CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(COC2OC(CO)C(OC3OCC(O)C(O)C3O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,1196.582598,SS,4,,,1,,
Quillaic acid 3-[galactosyl-(1-&gt;2)-glucuronide] 28-[xylosyl-(1-&gt;4)-rhamnosyl-(1-&gt;2)-[rhamnosyl-(1-&gt;3)]-4-acetyl-fucosyl] ester,CC1OC(OC2C(OC(C)=O)C(C)OC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(C=O)C6CCC5(C)C3(C)CC4O)C2OC2OC(C)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,1436.6459857879995,OA,2,,,,4,
Yayoisaponin A,CC1C2C(CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,1228.5724269240002,SS,5,,,,,
VF-NPL-QEHF000550,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,1130.5509036320002,OL,3,,,,,
Graecunin E,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(COC3OC(C)C(O)C(O)C3OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C(O)C2O)OC11CCC(C)CO1,1046.5297742640005,SS,4,,,,,
Asparagoside H,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1O)COC1OC(CO)C(O)C(O)C1O,1214.593162,SS,4,,,1,,
Hebevinoside III,CC(CCC=C(C)C)C1C(CC2(C)C3C(O)C=C4C(CCC(OC5OCC(O)C(O)C5O)C4(C)C)C3(C)CCC12C)OC1OC(COC(C)=O)C(O)C(O)C1O,794.4816423000002,Other,1,,,,,C16:1
Schidigerasaponin F2,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,756.4296067279998,SS,2,,,,,
Tuberoside B (Allium tuberosum),CC(CCC1=C(C)C2C(CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)O1)COC1OC(CO)C(O)C(O)C1O,1048.5454243280003,SS,3,,,1,,
Helianthoside A,CC1OC(OC2C(C)OC(OC3C(O)C(COC4OCC(O)C(O)C4O)OC(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CCC7(C(O)CC65C)C(O)=O)C4(C)C)C3O)C(O)C2O)C(O)C(O)C1O,1058.5661597720002,OA,4,,,,,
Pitheduloside A,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,766.4503422,OA,2,,,,,
Sitosterol 3-O-(6'-O-stearyl-beta-D-glucoside),CCCCCCCCCCCCCCCCCC(=O)OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@H](CCC5[C@@H]4CC=C3C2)[C@H](C)CC[C@@H](CC)C(C)C)[C@H](O)[C@@H](O)[C@@H]1O,842.6999553,Other,1,,,,,
Yuccoside C,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,902.4875155,SS,3,,,,,
Lucyoside L,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C=O)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,956.4980802,OA,2,,,,1,
Spinacoside C,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC(OCC(O)=O)C(O)=O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,926.45113,OA,1,,,,1,
Capsicosin,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OC(CO)C(O)C(O)C9O)C8OC8OC(CO)C(O)C(O)C8O)C(O)C7O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,1242.588077,SS,5,,,,,
Melongoside N,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,920.4980802,SS,2,,,1,,
"(3alphaOH,20S,24S)-3,19:20,24-Diepoxydammarane-3,25-diol",CC(C)(O)C1CCC(C)(O1)C1CCC2(C)C1CCC1C2(C)CCC2C(C)(C)C3(O)CCC12CO3,474.37091007999993,Other,,,,,,
CCMSLIB00012340098,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,722.4241274239998,SS,2,,,,,
Momordin Ia,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(O)=O)C2(C)C)C(O)C(OC2OCC(O)C(O)C2O)C1O,778.4503421720002,OA,2,,,,,
Cynarasaponin H,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OCC(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,926.4875155,OA,2,,,,1,
Calenduloside E,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,632.3924333719999,OA,1,,,,,
Melongoside H,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(OC3OC(C)C(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)CO1,884.4769508,SS,3,,,,,
Silenoside A,CC1OC(OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC4(C)C2(C)CC3)C(OC2OC(C)C(OC3OCC(O)C(OC4OCC(O)C(O)C4O)C3O)C(O)C2O)C(O)C1O,1364.6248564199996,OA,2,,,,4,
Cynarasaponin F,CC1C(O)CC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OCC(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1C)C(O)=O,780.4296067279998,OA,2,,,,,
Melilotussaponin O2,CC1OC(OC2C(O)C(O)COC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(CC(=O)C5(C)CCC43C)C(O)=O)C2(C)CO)C(O)=O)C(O)C(O)C1O,940.4667800840002,OA,3,,,,,
Betavulgaroside VII,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC(OCC(O)=O)C(O)C(O)=O)C6O)C(O)=O)C(C)(CO)C5CCC34C)C2C1)C(O)=O,810.4037859,OA,1,,,,,
Kudzusaponin SA1,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(O)C1O,812.4558214759998,OL,2,,,,,
Acetylsoyasaponin A5,CC(=O)OC1COC(OC2C(O)COC(OC3C(O)C(C)(C)CC4C5=CCC6C7(C)CCC(OC8OC(C(O)C(O)C8OC8OC(CO)C(O)C(O)C8O)C(O)=O)C(C)(CO)C7CCC6(C)C5(C)CCC34C)C2O)C(OC(C)=O)C1OC(C)=O,1202.572033,OL,2,,,,,C22:2
Mabioside D,CC1OC(OCC2OC(OC3CCC4(C)C(CCC5(C)C4CCC4C6C(C)(O)C(CC=C(C)C)OC6(O)C(O)C54C)C3(C)C)C(O)C(O)C2O)C(O)C(O)C1O,798.4765569200001,SS,2,,,,,
Congmunoside XIV,CCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(=O)OC3OC(CO)C(O)C(O)C3O)C2(C)C)C(OC2OCC(O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1O,1144.6029392040004,OA,3,,,,1,
Congmunoside XIII,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C6OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1560.7195446519995,OA,5,,,,2,
Vinaginsenoside R11,CC12CCC(C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O)C1(C)CCC(O)C(C)(C)O1,786.4765569,PPT,,2,,,,
PR308902,CC(=O)OCC1OC(OC2CCC3(C)C(CCC4(C)C3C(=O)C=C3C5CC(C)(CCC5(C)CCC43C)C(O)=O)C2(C)CO)C(O)C(O)C1O,690.3979127,OA,1,,,,,
Kudzusaponin SA3,CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)C(O)C(OC6OCC(O)C(O)C6O)C5(C)CCC43C)C2(C)CO)C(O)=O)C(O)C(O)C1O,1090.5559890120005,OL,3,,,,,C22:1
CCMSLIB00012332399,CC(CCC1(O)OC2CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,920.4980802,SS,2,,,1,,
"(3beta,4alpha,22beta)-22-[[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-23-hydroxyolean-12-en-3-yl O-6-deoxy-alpha-L-mannopyranosyl-(1-&gt;2)-O-beta-D-galactopyranosyl-(1-&gt;2)-beta-D-glucopyranosiduronic acid",C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O[C@@H]2CC(C)(C)CC3C4=CCC5[C@@]6(C)CC[C@H](O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)C(O)=O)[C@@](C)(CO)C6CC[C@@]5(C)[C@]4(C)CC[C@@]23C)[C@H](O)[C@H](O)[C@H]1O,1250.629548,OL,3,,,,,C22:2
Agavoside B,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CC(=O)C23C)OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,754.4139567,SS,2,,,,,
Durupcoside B,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OCC(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,926.4875155,OA,3,,,,,
Melongoside G,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(OC3OC(C)C(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)CO1,886.4926009080001,SS,3,,,,,
Parillin,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(OC3OC(C)C(O)C(O)C3O)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)CO1,1048.5454243280003,SS,4,,,,,
Calendulaglycoside B,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,956.4980802,OA,3,,,,,
Deltoside,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(COC2OC(CO)C(O)C(O)C2O)CO1,1062.5246888840002,SS,3,,,1,,
Elatoside K,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OCC(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,1088.5403389480002,OA,3,,,,1,
PR308701,CC1OC(OC2C(COC3OC(CO)C(O)C(O)C3O)OC(OC3CCC4(C)C(CCC5(C)C4C=CC4=C6CC(C)(C)CCC6(CO)C(O)CC54C)C3(C)C)C(O)C2O)C(O)C(O)C1O,926.5239010360002,OL,3,,,,,
Mabiogenin 3-[rhamnosyl-(1-&gt;6)-[glucosyl-(1-&gt;2)]-glucoside],[H][C@@]12C(=O)O[C@H](CC=C(C)C)[C@]1(C)O[C@H](O)[C@]1(C)[C@]2([H])CCC2[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)C3CC[C@@]12C,958.5137302760002,Other,3,,,,,
Tragopogonsaponin Q,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC(=O)\C=C\C1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1,1074.5399450240002,OA,,,,,3,
Schidigerasaponin B1,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CC(=O)C23C)OC2OC(CO)C(O)C(OC3OCC(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(=C)CO1,884.4405653360001,SS,3,,,,,
CCMSLIB00012429789,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(=O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,940.5031655920004,OL,3,,,,,
Gypsogenin 3-O-b-D-glucuronide,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC34C)C2C1)C(O)=O,646.3716979279999,OA,1,,,,,
"(+)-2,3-Dihydro-9-hydroxy-2[1-(6-sinapinoyl)beta-D-glucosyloxy-1-methylethyl]-7H-furo[3,2-g][1]benzopyran-7-one",COC1=CC(\C=C\C(=O)OC[C@H]2O[C@@H](OC(C)(C)[C@H]3CC4=CC5=C(OC(=O)C=C5)C(O)=C4O3)[C@H](O)[C@@H](O)[C@@H]2O)=CC(OC)=C1O,630.1948558,error,,,,,,C20:1
Asparagoside B,CC(CCC1(O)OC2CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,596.3924333719998,SS,,,,1,,
RIKENPlaSMA008332,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,958.5137302760002,OL,3,,,,,
QS 21,CCC(C)C(CC(O)CC(=O)OC(CC(O)CC(=O)OC1C(C)OC(OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC4(C)C2(C)CC3O)C(OC2OC(C)C(OC3OCC(O)C(OC4OCC(O)(CO)C4O)C3O)C(O)C2O)C1O)C(C)CC)OC1OC(CO)C(O)C1O,1988.9241772559988,OA,3,,,,5,
Lablaboside C,CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(=O)OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C2(C)CO)C(O)=O)C(O)C(O)C1O,1264.608812,OA,3,,,,2,
"b-Chlorogenin 3-[2'',4''-dirhamnosylglucoside]",CC1C2C(CC3C4CC(O)C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)CO1,886.4926009080001,SS,3,,,,,
Tuberoside L,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(COC2OC(CO)C(O)C(O)C2O)CO1,1064.5403389480002,SS,3,,,1,,
